Opportunity_ID,Target
12339,0.10639326
12340,0.8604412
12341,0.9704788
12342,0.97010326
12343,0.8682631
12344,0.8871085
12345,0.073251314
12346,0.073251314
12347,0.043765254
12348,0.034314025
12349,0.052792374
12350,0.034314025
12351,0.08680227
12352,0.7709731
12353,0.8979752
12354,0.07502158
12355,0.9215727
12356,0.3749676
12357,0.034309987
12358,0.52917117
12359,0.17565452
12360,0.8793398
12361,0.82956004
12362,0.750492
12363,0.31946284
12364,0.79371357
12365,0.54333
12366,0.22354189
12367,0.46336547
12368,0.13683605
